Artist,Song,Album,Release Date
The Weeknd,Sacrifice,Dawn FM,2022-01-06
Glass Animals,Dreamland,Dreamland,2020-08-07
Aidan Bissett,More Than Friends,More Than Friends,2020-09-26
NEIKED,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),2021-09-24
BØRNS,Electric Love,Dopamine,2015-10-16
The Kid LAROI,Thousand Miles,Thousand Miles,2022-04-22
Glass Animals,Heat Waves,Dreamland,2020-08-07
Matt Maeson,Hallucinogenics,Bank On The Funeral,2019-04-05
NF,Lie,Perception,2017-10-06
Corbin,Waco,Ghost With Skin,2021-10-31
TAELA,keep your demons,keep your demons,2023-04-07
Ballyhoo!,Maryland Summer,Detonate,2018-09-28
Creed,Higher,Human Clay,1999-01-01
Lit,My Own Worst Enemy,A Place In The Sun,1999-02-22
Green Day,When I Come Around,Dookie,1994-02-01
Avril Lavigne,Sk8er Boi,Let Go,2002-06-04
Fall Out Boy,"Sugar, We're Goin Down",From Under The Cork Tree,2005-05-03
5 Seconds of Summer,She's Kinda Hot,Sounds Good Feels Good (Deluxe),2015-10-23
Fall Out Boy,Thnks fr th Mmrs,Infinity On High,2007-01-01
The Red Jumpsuit Apparatus,Face Down,Don't You Fake It,2006-01-01
The Weeknd,In Your Eyes,After Hours,2020-03-20
Rihanna,Kiss It Better,ANTI,2016-01-28
Kanye West,No More Parties In LA,The Life Of Pablo,2016-06-10
Kendrick Lamar,King Kunta,To Pimp A Butterfly,2015-03-16
Halsey,Heaven In Hiding,hopeless fountain kingdom (Deluxe),2017-06-02
Harry Styles,Little Freak,Harry's House,2022-05-20
Harry Styles,Cinema,Harry's House,2022-05-20
Bruno Mars,After Last Night (with Thundercat & Bootsy Collins),An Evening With Silk Sonic,2021-11-11
anders,You for You,669,2017-05-25
H.E.R.,Focus,H.E.R.,2017-10-20
H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",2020-01-17
H.E.R.,Come Through (feat. Chris Brown),Back of My Mind,2021-06-18
Jace Everett,Bad Things,Jace Everett,2005-11-22
Amy Winehouse,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black (Deluxe Edition),2006
Niall Horan,Slow Hands,Flicker (Deluxe),2017-10-20
Dance Gavin Dance,Young Robot,Mothership,2016-10-07
The Miracles,You've Really Got A Hold On Me,The Fabulous Miracles,1963-01-01
5 Seconds of Summer,Me Myself & I,BLENDER,2022-07-13
Nightly,dirty white chucks,dirty white chucks,2022-10-14
Nightly,dry eyes,dry eyes,2023-04-21
VIKA,70s Haze,70s Haze,2020-02-26
Kendrick Lamar,"Sing About Me, I'm Dying Of Thirst","good kid, m.A.A.d city (Deluxe)",2012
Kendrick Lamar,DNA.,DAMN.,2017-04-14
Drake,Fair Trade (with Travis Scott),Certified Lover Boy,2021-09-03
Radiohead,Creep,Pablo Honey,1993-02-22
J. Cole,No Role Modelz,2014 Forest Hills Drive,2014-12-09
J. Cole,m y . l i f e (with 21 Savage & Morray),The Off-Season,2021-05-14
Kanye West,Follow God,JESUS IS KING,2019-10-25
RAYE,Escapism.,Escapism. / The Thrill Is Gone.,2022-10-12
Drake,Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",2022-06-17
Oliver Tree,Miss You,Miss You,2022-08-05
Måneskin,THE LONELIEST,THE LONELIEST,2022-10-07
Landon Conrath,2AM,2AM,2021-10-15
NERIAH,"You Won't Forget About Me, Right?","You Won't Forget About Me, Right?",2022-04-29
Gracie Abrams,Difficult,Good Riddance,2023-02-24
Gracie Abrams,Feels Like,This Is What It Feels Like,2021-11-12
Gracie Abrams,Where do we go now?,Good Riddance,2023-02-24
Tate McRae,she's all i wanna be,i used to think i could fly,2022-05-27
Julia Michaels,What A Time (feat. Niall Horan),Inner Monologue Part 1,2019-01-24
Reneé Rapp,Too Well,Everything To Everyone,2022-11-11
Reneé Rapp,Bruises,Everything To Everyone (Deluxe),2023-02-24
FLETCHER,Bitter,THE S(EX) TAPES [Extended],2020-09-09
Jessie Murph,While You're At It,While You're At It,2022-09-09
Jessie Murph,While You're At It,Drunk in the Bathtub,2022-12-02
CIL,One More Shot,One More Shot,2022-10-05
Ruel,MUST BE NICE,MUST BE NICE,2023-01-25
FLETCHER,Becky's So Hot,Girl Of My Dreams,2022-09-16
Gracie Abrams,Where do we go now?,Where do we go now?,2023-01-13
Rosie Darling,Say Less,Golden Age,2022-08-12
Ashe,Hope You're Not Happy,Rae,2022-10-14
Haley Joelle,Jealous of Paris,Two Places at Once,2022-11-11
Noah Cyrus,Set For Life,The Hardest Part (Deluxe),2022-12-02
Noah Cyrus,I Burned LA Down,The Hardest Part (Deluxe),2022-12-02
Noah Cyrus,Unfinished,The Hardest Part (Deluxe),2022-12-02
Noah Cyrus,I Just Want a Lover,The Hardest Part (Deluxe),2022-12-02
Noah Cyrus,Hardest Part,The Hardest Part (Deluxe),2022-12-02
Noah Cyrus,Every Beginning Ends,The Hardest Part (Deluxe),2022-12-02
Noah Cyrus,Mr. Percocet,The Hardest Part (Deluxe),2022-12-02
Phoebe Bridgers,Waiting Room,"Lost Ark Studio Compilation, Vol. 8",2016-08-12
Kelsea Ballerini,LOVE IS A COWBOY,SUBJECT TO CHANGE,2022-09-23
Reneé Rapp,Tattoos,Tattoos,2022-06-03
Bebe Stockwell,Love Me Back,Love Me Back,2022-07-15
Wild Rivers,Thinking 'Bout Love,Thinking 'Bout Love,2022-03-11
JP Saxe,When You Think Of Me,When You Think Of Me,2022-09-23
FLETCHER,I Think I'm Growing?,Girl Of My Dreams,2022-09-16
Tommy Lefroy,Flight Risk,Flight Risk EP,2021-11-17
Matt Maeson,Cut Deep – Stripped,Cut Deep – Stripped,2022-12-02
Joshua Bassett,would you love me now?,would you love me now?,2022-10-06
Olivia Rodrigo,"Even When/The Best Part - From ""High School Musical: The Musical: The Series (Season 2)""","Even When/The Best Part [From ""High School Musical: The Musical: The Series (Season 2)""]",2021-04-30
Joshua Bassett,Sad Songs In A Hotel Room,Sad Songs In A Hotel Room,2022-09-23
Joshua Bassett,SHE SAID HE SAID SHE SAID,SHE SAID HE SAID SHE SAID,2022-10-13
Joshua Bassett,Doppelgänger,Doppelgänger,2022-02-25
5 Seconds of Summer,Lie To Me,Youngblood (Deluxe),2018-06-15
Frawley,No One Can Fix Me,No One Can Fix Me,2021-09-03
Joshua Bassett,Different,Different,2022-10-27
Joshua Bassett,Set Me Free,Crisis / Secret / Set Me Free,2021-12-03
Joshua Bassett,Secret,Crisis / Secret / Set Me Free,2021-12-03
Joshua Bassett,Crisis,Crisis / Secret / Set Me Free,2021-12-03
vaultboy,aftermath,aftermath,2021-09-03
Haley Joelle,Emergency Contact,Emergency Contact,2021-03-04
Olivia Rodrigo,"All I Want - From ""High School Musical: The Musical: The Series""","All I Want (From ""High School Musical: The Musical: The Series"")",2019-11-27
Olivia Rodrigo,favorite crime,SOUR,2021-05-21
Olivia Rodrigo,traitor,SOUR,2021-05-21
Olivia Rodrigo,"The Rose Song - From ""High School Musical: The Musical: The Series (Season 2)""","The Rose Song [From ""High School Musical: The Musical: The Series (Season 2)""]",2021-06-18
Olivia Rodrigo,deja vu,SOUR,2021-05-21
Olivia Rodrigo,drivers license,SOUR,2021-05-21
Olivia Rodrigo,good 4 u,SOUR,2021-05-21
Olivia Rodrigo,brutal,SOUR,2021-05-21
Sabrina Carpenter,Nonsense,emails i can't send,2022-07-15
J Balvin,UN DIA (ONE DAY),JOSE,2021-09-10
Bazzi,I Like That,Infinite Dream,2022-09-16
Khalid,Up All Night,Up All Night,2019-11-14
Ariana Grande,motive (with Doja Cat),Positions,2020-10-30
Ariana Grande,34+35,Positions,2020-10-30
Ariana Grande,pov,Positions,2020-10-30
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),MONTERO,2021-09-17
The Weeknd,Blinding Lights,After Hours,2020-03-20
Ariana Grande,test drive,Positions (Deluxe),2021-02-19
vaultboy,everything sucks,everything sucks,2021-05-21
Justin Bieber,Hold On,Justice,2021-03-19
The Kid LAROI,STAY (with Justin Bieber),F*CK LOVE 3: OVER YOU,2021-07-23
Khalid,Know Your Worth,Know Your Worth,2020-02-04
Justin Bieber,Ghost,Justice,2021-03-19
Marshmello,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,2021-05-21
The Weeknd,Save Your Tears,After Hours,2020-03-20
Post Malone,Circles,Hollywood's Bleeding,2019-09-06
The Cult,She Sells Sanctuary,Love,1985-10-18
Dove Cameron,Breakfast,Breakfast,2022-06-24
J. Cole,4 Your Eyez Only,4 Your Eyez Only,2016-12-09
Billie Eilish,you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29
Taylor Swift,Midnight Rain,Midnights,2022-10-21
Tory Lanez,The Color Violet,Alone At Prom,2021-12-10
Harry Styles,Satellite,Harry's House,2022-05-20
Jukebox The Ghost,Fred Astaire,Off To The Races,2018-03-30
Jukebox The Ghost,Girl,Jukebox The Ghost,2015-04-07
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,2019-09-06
The Weeknd,The Hills,Beauty Behind The Madness,2015-08-28
Frank Ocean,Thinkin Bout You,channel ORANGE,2012-07-10
Billie Eilish,lovely (with Khalid),lovely (with Khalid),2018-04-19
Frank Ocean,Pink + White,Blonde,2016-08-20
Khalid,Satellite,Satellite,2022-09-23
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),2022-09-22
Soundgarden,Black Hole Sun,Superunknown (Deluxe Edition),1994-03-09
Dua Lipa,IDGAF,Dua Lipa (Deluxe),2017-06-02
Dua Lipa,New Rules,Dua Lipa (Deluxe),2017-06-02
Sam Smith,Diamonds,Diamonds,2020-09-17
Charli XCX,Yuck,CRASH,2022-03-18
Noah Cyrus,Mr. Percocet,The Hardest Part,2022-09-16
Doja Cat,Celebrity Skin,Celebrity Skin,2022-02-11
Tyga,Freaky Deaky,Freaky Deaky,2022-02-25
Post Malone,I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,2022-06-03
Doja Cat,You Right,Planet Her,2021-06-25
Doja Cat,Woman,Planet Her,2021-06-25
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),2022-05-06
Bazzi,Heaven,Infinite Dream,2022-09-16
Lauv,i'm so tired...,~how i'm feeling~,2020-03-06
Nightly,S.T.A.Y.,The Sound Of Your Voice,2018-11-09
Ashnikko,Slumber Party (feat. Princess Nokia),DEMIDEVIL,2021-01-15
Nightly,Lose My Number,Lose My Number,2021-10-28
Elton John,Cold Heart,NOW That's What I Call Music! Pride,2022-05-20
Nightly,older,"night, love you.",2020-10-16
Nightly,summer,"night, love you.",2020-10-16
ayokay,Sleepless Nights (feat. Nightly),In the Shape of a Dream,2018-08-31
Nightly,Twenty Something,Talk You Down,2019-06-14
vaultboy,why u gotta be like that (feat. Nightly),why u gotta be like that (feat. Nightly),2022-08-17
Nightly,the movies (feat. Charli Adams),the movies (feat. Charli Adams),2020-04-24
Nightly,hate my favorite band,hate my favorite band,2022-04-01
Nightly,lover/loner,lover/loner,2021-04-30
JVKE,golden hour,golden hour,2022-07-15
Aidan Bissett,Tripping Over Air,Tripping Over Air,2022-09-09
Dayglow,Medicine,Harmony House,2021-05-21
Tim Atlas,Courtside,Courtside,2021-05-28
COIN,Take The Stairs,Uncanny Valley,2022-03-25
Niall Horan,Everywhere,Heartbreak Weather,2020-03-13
Harry Styles,Matilda,Harry's House,2022-05-20
Harry Styles,Boyfriends,Harry's House,2022-05-20
Harry Styles,Music For a Sushi Restaurant,Harry's House,2022-05-20
Harry Styles,As It Was,Harry's House,2022-05-20
Gone West,What Could've Been,Canyons,2020-06-12
Mokita,With You,With You,2018-10-19
All Time Low,Monsters (feat. Demi Lovato and blackbear),Monsters (feat. Demi Lovato and blackbear),2020-12-04
Parachute,She (For Liz),Losing Sleep (Deluxe Edition),2009-01-01
Better Oblivion Community Center,Sleepwalkin' - Daydreamin' Version,Little Trouble b/w Sleepwalkin' (Daydreamin' Version),2019-04-24
Phoebe Bridgers,7 O'Clock News / Silent Night,7 O'Clock News / Silent Night,2019-12-12
Sadie Hawkins,The Way You Break My Heart,The Way You Break My Heart,2019-06-14
Tedeschi Trucks Band,Anyhow,Let Me Get By (Deluxe Edition),2016-01-01
The Strike,Painkillers,Painkillers,2018-07-19
Owen Beverly,For Mia,The Drunk Lover EP,2003-10-31
Abby Holliday,when we're far apart i fall apart,WHEN WE'RE FAR APART I FALL APART,2021-07-16
Halo Kitsch,(Wasted) on the Moon,(Wasted) on the Moon,2020-06-19
Talltale,Swimming Pools at Night,Swimming Pools at Night,2021-09-10
Hardcastle,Back To You,Back To You,2018-12-14
Abby Holliday,Low Pain Tolerance,WHEN WE'RE FAR APART I FALL APART,2021-07-16
Abby Holliday,Better By Now,Better By Now,2021-10-29
Aly & AJ,Symptom of Your Touch,a touch of the beat gets you up on your feet gets you out and then into the sun,2021-05-07
Laur Elle,July,The Art of Pretending (Deluxe),2021-03-19
Surfaces,Wave of You,Pacifico,2021-06-25
Jonah Ward,False Confidence,False Confidence,2020-03-18
Ace of Hearts,Find Me in Your Dreams,Frozen in Time,2021-12-10
John Mayer,Queen of California,Born and Raised,2012-05-18
Charli Adams,10th Avenue,10th Avenue,2019-11-22
Noita,Oxygen,Oxygen,2018-08-24
A.J. Croce,Better Day,By Request,2021-02-05
Hamish Anderson,What You Do to Me - Radio Edit,What You Do to Me (Radio Edit),2019-04-05
Shannon Lauren Callihan,Ain't Got No Money,Ain't Got No Money,2020-01-17
Em Beihold,Numb Little Bug,Numb Little Bug,2022-01-28
Hamish Anderson,No Good,Out of My Head,2019-05-03
Cardinal Black,Tell Me How It Feels,Tell Me How It Feels,2021-05-07
Current Joys,New Flesh,Wild Heart,2013-01-02
Hozier,Say My Name - Recorded at Spotify Studios NYC,Spotify Singles,2019-01-09
Mötley Crüe,Wild Side,"Girls, Girls, Girls",1987
Miley Cyrus,Mother's Daughter,SHE IS COMING,2019-05-31
Sia,Snowman,100 Greatest Christmas Songs Ever (Top Xmas Pop Hits),2019-10-04
Gracie Abrams,For Real This Time,This Is What It Feels Like,2021-11-12
John Mayer,"Come Back to Bed - Live at Cynthia Woods Mitchell Pavilion, Woodlands, Texas, July 24, 2004",As/Is - Live,2004-10-19
Gary Clark Jr.,Did Dat - Bonus Track,This Land,2019-02-22
Gary Clark Jr.,Don't Wait Til Tomorrow,This Land,2019-02-22
Gary Clark Jr.,The Guitar Man,This Land,2019-02-22
Gracie Abrams,Mean It,Mean It,2019-10-24
Gracie Abrams,Rockland,Rockland,2021-10-22
Gracie Abrams,Mess It Up,Mess It Up,2021-05-07
Gracie Abrams,21,minor,2020-07-14
benny blanco,Unlearn (with Gracie Abrams),FRIENDS KEEP SECRETS 2,2021-03-26
Gracie Abrams,Stay,Stay,2019-11-21
Gracie Abrams,"I miss you, I’m sorry",minor,2020-07-14
Paramore,Conspiracy,All We Know Is Falling,2005-07-26
Paramore,(One of Those) Crazy Girls,Paramore,2013-04-05
Paramore,Still into You,Paramore,2013-04-05
Paramore,Ain't It Fun,Paramore,2013-04-05
Lizzy McAlpine,To the Mountains,Give Me A Minute,2020-08-13
Mokita,down,down,2020-08-28
Blake Rose,Lost,Lost,2020-11-06
Lizzy McAlpine,Apple Pie,Give Me A Minute,2020-08-13
Gracie Abrams,Feels Like,Feels Like,2021-10-01
Paramore,Playing God,Brand New Eyes,2009-09-22
Lukas Graham,Love Someone,3 (The Purple Album),2018-10-26
Marcus King,Wildflowers & Wine,El Dorado,2020-01-17
Anderson East,Always Be My Baby - Recorded at Sound Stage Nashville,Spotify Singles,2018-01-31
The California Honeydrops,When It Was Wrong,Spreadin' Honey,2010-07-03
Gary Clark Jr.,When I'm Gone,This Land,2019-02-22
JD McPherson,BLOODHOUND ROCK,UNDIVIDED HEART & SOUL,2017-10-06
Tedeschi Trucks Band,Midnight in Harlem,Revelator,2011-06-03
Cam,Hungover On Heartache,Untamed,2015-12-11
Cam,My Mistake,Untamed,2015-12-11
Cam,Cold in California,Untamed,2015-12-11
Cam,Mayday,Untamed,2015-12-11
Cory Wong,Light As Anything,The Optimist,2018-08-17
Lauren Weintraub,She's Mine,She's Mine,2021-01-25
Lauren Weintraub,Like A Boy,Like A Boy,2021-08-13
Lauren Weintraub,Makeup Is Expensive,Makeup Is Expensive,2021-08-06
Cory Wong,Golden,Elevator Music for an Elevated Mood,2020-01-10
Pat Metheny,Bright Size Life,Bright Size Life,1976-03-01
John Mayer,Last Train Home,Sob Rock,2021-07-16
Cory Wong,Today I'm Gonna Get Myself a Real Job,Motivational Music for the Syncopated Soul,2019-08-02
Amos Lee,Sweet Pea,Supply And Demand,2006-01-01
The Brook & The Bluff,Halfway Up,First Place,2019-10-25
Leon Bridges,Beyond (feat. Luke Combs) - Live,Beyond (feat. Luke Combs) [Live],2018-09-21
Etta James,A Sunday Kind Of Love,At Last!,1960
John Mayer,Why You No Love Me,Sob Rock,2021-07-16
Sara Bareilles,Poetry by Dead Men - Live from the Hollywood Bowl,Amidst the Chaos: Live from the Hollywood Bowl,2021-05-21
Sara Bareilles,Brave - Live from the Hollywood Bowl,Amidst the Chaos: Live from the Hollywood Bowl,2021-05-21
Sara Bareilles,She Used To Be Mine - Live from the Hollywood Bowl,Amidst the Chaos: Live from the Hollywood Bowl,2021-05-21
Sara Bareilles,"Goodbye Yellow Brick Road - Live at the Variety Playhouse, Atlanta, GA - May 2013",Brave Enough: Live at the Variety Playhouse,2013-10-22
James Bay,Let It Go - James Bay Spotify Session 2015,James Bay Spotify Session 2015,2015-08-07
Miley Cyrus,Wrecking Ball,Bangerz (Deluxe Version),2013-10-04
Miley Cyrus,We Can't Stop,Bangerz (Deluxe Version),2013-10-04
Miley Cyrus,Adore You,Bangerz (Deluxe Version),2013-10-04
Noah Cyrus,Lonely,THE END OF EVERYTHING,2020-05-15
Noah Cyrus,Ghost,THE END OF EVERYTHING,2020-05-15
Noah Cyrus,Young & Sad,THE END OF EVERYTHING,2020-05-15
PJ Harding,Dear August,Dear August,2021-02-12
Noah Cyrus,Again (feat. XXXTENTACION),Again (feat. XXXTENTACION),2017-09-22
Marshmello,Be Kind (with Halsey),Be Kind (with Halsey),2020-05-01
Miley Cyrus,Don't Let The Sun Go Down On Me,Revamp: The Songs Of Elton John & Bernie Taupin,2018-04-06
Bruno Mars,Leave The Door Open,Leave The Door Open,2021-03-05
Dua Lipa,Boys Will Be Boys,Future Nostalgia,2020-03-27
Carrie Underwood,So Small,Carnival Ride,2007-10-23
Carrie Underwood,Good Girl,Blown Away,2012-05-01
Carrie Underwood,"Jesus, Take the Wheel",Some Hearts,2005-11-14
Dua Lipa,Future Nostalgia,Future Nostalgia,2020-03-27
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),Justice,2021-03-19
Dua Lipa,Levitating (feat. DaBaby),Future Nostalgia,2020-03-27
Ariana Grande,positions,Positions,2020-10-30
Michael Bublé,Home,It's Time,2005-02-07
Danielle Bradbery,Sway,I Don't Believe We've Met,2017-12-01
Maddie & Tae,Friends Don't,The Way It Feels,2020-04-10
Lauren Alaina,What Do You Think Of?,Getting Over Him,2020-09-04
Rascal Flatts,Bless the Broken Road - Acoustic,Hannah Montana The Movie,2009-01-01
Lady A,I Run To You,Lady Antebellum,2008-01-01
Kacey Musgraves,Keep It To Yourself,Same Trailer Different Park,2013-01-01
Maddie & Tae,Die From A Broken Heart,The Way It Feels,2020-04-10
Sara Evans,A Little Bit Stronger,Stronger,2011-03-07
Carrie Underwood,All-American Girl,Carnival Ride,2007-10-23
Maren Morris,I Could Use a Love Song,HERO (Deluxe Edition),2017-03-17
Little Big Town,Girl Crush,Pain Killer,2014-10-21
Lady A,Compass,Golden (Deluxe Edition),2013-01-01
Nashville Cast,Ho Hey,The Music Of Nashville Original Soundtrack Volume 2,2013-01-01
Hunter Hayes,I Want Crazy - Encore,Hunter Hayes (Encore),2011
Hunter Hayes,What You Gonna Do (Duet with Ashley Monroe) - Encore,Hunter Hayes (Encore),2011
Lady A,American Honey,Need You Now,2010-01-01
John Mayer,New Light,Last Train Home,2021-06-04
John Mayer,Last Train Home,Last Train Home,2021-06-04
Billie Eilish,Lost Cause,Lost Cause,2021-06-02
Miley Cyrus,The Climb,Hannah Montana The Movie,2009-01-01
Miley Cyrus,Prisoner (feat. Dua Lipa),Plastic Hearts,2020-11-27
Keith Urban,Blue Ain't Your Color,Ripcord,2016-05-06
Miley Cyrus,High,Plastic Hearts,2020-11-27
Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),Plastic Hearts,2020-11-27
Miley Cyrus,Heart Of Glass (Live from the iHeart Festival),Plastic Hearts,2020-11-27
Miley Cyrus,Midnight Sky,Plastic Hearts,2020-11-27
Jonas Brothers,Before The Storm - featuring Miley Cyrus,"Lines, Vines and Trying Times",2009-06-16
Noah Cyrus,I Got So High That I Saw Jesus (feat. Miley Cyrus) - Live Recording,I Got So High That I Saw Jesus (feat. Miley Cyrus) [Live Recording],2020-10-26
Noah Cyrus,I Got So High That I Saw Jesus,THE END OF EVERYTHING,2020-05-15
Noah Cyrus,Lonely,THE END OF EVERYTHING,2020-05-15
Miley Cyrus,Golden G String,Plastic Hearts,2020-11-27
Noah Cyrus,July,THE END OF EVERYTHING,2020-05-15
Miley Cyrus,The Climb,The Time Of Our Lives (International Version),2009-01-01
Taylor Swift,betty,folklore,2020-07-24
Miley Cyrus,When I Look At You,The Time Of Our Lives,2009-01-01
